family,plugin,timestamp,PID,PPID,ImageFileName,memory_image,
Dharma,windows.pslist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.PsList.kernel.symbol_table_name: ']
Dharma,windows.pslist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.pslist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.pslist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.pslist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.pslist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.psscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.PsScan.kernel.symbol_table_name: ']
Dharma,windows.psscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.psscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.psscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.psscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.psscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.cmdline,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.CmdLine.kernel.symbol_table_name: ']
Dharma,windows.cmdline,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.cmdline,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.cmdline,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.cmdline,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.cmdline,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.dlllist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.DllList.kernel.symbol_table_name: ']
Dharma,windows.dlllist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.dlllist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.dlllist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.dlllist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.dlllist,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.ldrmodules,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.LdrModules.kernel.symbol_table_name: ']
Dharma,windows.ldrmodules,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.ldrmodules,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.ldrmodules,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.ldrmodules,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.ldrmodules,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.malfind,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.Malfind.kernel.symbol_table_name: ']
Dharma,windows.malfind,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.malfind,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.malfind,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.malfind,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.malfind,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.vadinfo,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.VadInfo.kernel.symbol_table_name: ']
Dharma,windows.vadinfo,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.vadinfo,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.vadinfo,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.vadinfo,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.vadinfo,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.handles,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.Handles.kernel.symbol_table_name: ']
Dharma,windows.handles,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.handles,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.handles,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.handles,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.handles,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.filescan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.FileScan.kernel.symbol_table_name: ']
Dharma,windows.filescan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.filescan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.filescan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.filescan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.filescan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.svcscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.SvcScan.kernel.symbol_table_name: ']
Dharma,windows.svcscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.svcscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.svcscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.svcscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.svcscan,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.privileges,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.Privs.kernel.symbol_table_name: ']
Dharma,windows.privileges,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.privileges,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.privileges,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.privileges,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.privileges,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
Dharma,windows.netstat,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['Unsatisfied requirement plugins.NetStat.kernel.symbol_table_name: ']
Dharma,windows.netstat,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['A symbol table requirement was not fulfilled.  Please verify that:']
Dharma,windows.netstat,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe associated translation layer requirement was fulfilled']
Dharma,windows.netstat,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tYou have the correct symbol file for the requirement']
Dharma,windows.netstat,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is under the correct directory or zip file']
Dharma,windows.netstat,2026-03-30 13:28:53,,,,/mnt/d/Patrick/VMSnapshots/Dharma_20260330_034041/T015_rep05/Dharma_T015_rep05.vmem,['\tThe symbol file is named appropriately or contains the correct banner']
